DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,pS6_N,pCFOS_N,SYP_N,CaNA_N
0.01898283284163359,0.019057312323753305,0.011880499058932325,0.015032986212870136,0.01346859960012765,0.017645295638525793,0.012622591159825215,0.061449455874020655,0.013434506248819589,0.015129991077766724,0.02317497997381942,0.02434478570358648,0.03171883242482856,0.018558294095044548,0.016003116269073726,0.034174725983236606,0.011367291548626191,0.034624924291268566,0.026159792639483148,0.0258938677555699,0.025894698109398272,0.021883649519046033,0.016087543715686825,0.009465187008707321,0.01046006486528731,0.021343479931487642,0.017855220483363587,0.012287942285524489,0.018109626243088518,0.016647177773870203,0.04084179154536988,0.008071617203628811,0.06266754423669316,0.02581637620564118,0.024804712176569044,0.0319185732241825,0.02565427811317561,0.016053360816416895,0.027472533197871695,0.032962108186963116,0.018553344534969284,0.020722538082305987,0.0387673316009873,0.019076508150492645,0.01737747396596524,0.03952826947749579,0.04822390572390571,0.015073942194348388,0.03247096203817671,0.0359997785723124,0.05838253586802912,0.015167153481950368,0.020932788556096073,0.024951180079323176,0.01777198972315024,0.028905650639209614,0.03194503057655862,0.017235475320581683,0.025432313137825725,0.01687854528521837,0.01954109925821723,0.024906886401083718,0.03239598597190474,0.03182725872522777,0.013287248695856046,0.03345236699685442,0.03334214973721743,0.032009309731746885,0.024951180079323176,0.018459750633348315,0.02402311314303577,0.03611763183088135
0.00010330578512396382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004843893480257266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004132231404958553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010330578512396382,0.0,0.0,0.0,0.0,0.0007610599873655976,0.0,0.0,0.0001958983777165635,0.0010413044044571996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015435463597939236,0.0,0.0,9.259259259259966e-05,0.0,0.0,0.0,0.0,0.0002884909703091632,0.0,9.259259259259966e-05,0.0,0.0
0.017790949468899163,0.019636752762961663,0.013409766589166972,0.015633861177865038,0.01292979765416904,0.019235008043035108,0.013417996860936887,0.05878875798605003,0.013182575269132302,0.014907993539521547,0.021363522393503066,0.025552909820317916,0.033174719470657574,0.019983148701717347,0.017901899393678877,0.03384032133065011,0.012311582947463017,0.03330116119284399,0.02724037603631412,0.024988008713830757,0.026207082104084047,0.01957572175657284,0.01678567590801633,0.009365707363773134,0.010377078326788214,0.0220699337019453,0.018172277253515157,0.012709159616799826,0.01822993800024748,0.01780003451666895,0.03933420276263603,0.007786700011071368,0.06163669252160546,0.024421455040410555,0.023330125888152954,0.028302292753453286,0.026732411152140333,0.014665326703527859,0.026098794195989573,0.03371492162111117,0.018437111280438144,0.020794811428273698,0.039919341708509956,0.019905152426912587,0.01941587050387824,0.03746326091345433,0.049078673583025624,0.013766680343082682,0.030400425922669637,0.033267662114373917,0.05646836677542676,0.01152118379149325,0.018551227946779193,0.02386235012927469,0.01854980332011279,0.027301390761255373,0.030871334232069236,0.018204254016633125,0.028615051221434207,0.010356506717725289,0.017926386690893435,0.024282370774150252,0.03294550925111852,0.03160416218926855,0.012848178757269669,0.034432453158275186,0.031747756416518516,0.028679883945841367,0.02386235012927469,0.020168415294140596,0.024082206657158278,0.03571044910745104
0.011795900657119229,0.012881164970139825,0.004701813427635459,0.007049280685644333,0.006286600694240929,0.010288311874385381,0.007269910582289696,0.03557533751440907,0.006506392096334057,0.012433587975174054,0.01815799028323205,0.014354904623279851,0.018431600010420122,0.008322188682440135,0.009965475190330109,0.019362304541221387,0.004808692990511154,0.015420093911389866,0.01442741405023803,0.012920704465675458,0.017971714241056626,0.010563631153573094,0.009503098359481344,0.0044251427882956215,0.003947892855049517,0.011779407550684151,0.007186932184514383,0.005023551113976665,0.007093492956645753,0.008877231372395756,0.02600768321513003,0.001854570853603732,0.040909237442119474,0.011797496238985617,0.013355313287615023,0.017611487212551034,0.015325865033311825,0.005806289848843049,0.014404603742127898,0.022112452702394658,0.007195422959446163,0.012178343720896889,0.02171161160281083,0.013492468202332797,0.011363465408436402,0.024277364229008346,0.02681124592149735,0.006127506528860483,0.015229454441253254,0.020475019374922642,0.04385154738878142,0.009296242567519163,0.011276896951461746,0.012126650124715888,0.010585057538635867,0.01784668086408897,0.02020303779249618,0.010974973786869324,0.015722350845658407,0.006285493555803023,0.008750545428495116,0.011866301636611098,0.018852402164781245,0.020619313704420095,0.007131160085705546,0.01847073246976535,0.019578514024838976,0.021566836970608728,0.012126650124715888,0.01076589557730756,0.01281492390051383,0.017199680557997764
0.01589599248448379,0.019799664927808058,0.013521318927508474,0.013681764453041045,0.013517492787318697,0.01784340015239435,0.013675455392089808,0.05879207940136373,0.014810475809025137,0.014973379833147726,0.02104509798175176,0.0253485125269458,0.03186829611394408,0.01848109561117295,0.014241138008062537,0.035033564204260514,0.010491105445167338,0.03305526248949846,0.02268914971767968,0.025119880298797102,0.024674248936821474,0.021173688855023465,0.018092937759282036,0.010533958215292816,0.010950494630378593,0.021749303154042044,0.015269010218236534,0.011481562888719543,0.015730279910647384,0.016886783697712137,0.03649411588483155,0.007064666653641527,0.06258294583488008,0.02227235279943207,0.02497808517150877,0.030200815374896616,0.024685507557847985,0.013823486313815126,0.025458623957173278,0.034075685937388044,0.016258344241903235,0.020598913050557145,0.03840681964714845,0.02035026278256453,0.01879272251854457,0.04108397807865891,0.050813185041908446,0.013206199649623251,0.032746517398354935,0.033972689499768796,0.05553750757087315,0.012004213638643024,0.019681298803639204,0.024182980677177966,0.018300338979739372,0.026407360191209307,0.03061115669916441,0.016775825632208596,0.02876836547291094,0.011617602524275638,0.017508482634207945,0.023044068994262413,0.03388376837361364,0.0345286032471719,0.012749293385173433,0.03482118900155645,0.032672575204006515,0.03296983373385694,0.024182980677177966,0.017507977909331875,0.023184854671798573,0.03534918006629807
0.010596019876649732,0.014010561467420812,0.006560213146710137,0.0088717125235676,0.006641141788898452,0.007554724698814441,0.007153676541079457,0.03853537532355481,0.007554245358386868,0.011230986163039646,0.015330385389703782,0.012837415715974843,0.017009195347202234,0.007486977918384296,0.008755951810309049,0.019217876202345607,0.004852762598664251,0.015495158661681519,0.017404771035055788,0.012970073179305309,0.01678730067427221,0.011169071357811654,0.00910798740932477,0.006593127856070036,0.00424264212443678,0.013529303678138871,0.0067053334611574585,0.005750407439363436,0.00819064966605949,0.00849467133224684,0.027628742849838638,0.00422386795769022,0.043640790272584926,0.013251645735468021,0.015033473939858788,0.020347601700060714,0.015012303070974342,0.007164381810628595,0.01420333620937595,0.020863571725305972,0.010280334260058177,0.013188173073850385,0.022193461796567927,0.012334947112772821,0.01282207682229255,0.026147620873677824,0.028009818489758122,0.0072062042629342125,0.010838366407822864,0.021749752340779117,0.04593507333908543,0.008676061739047091,0.013257078260313849,0.009786254114338689,0.011851092896174887,0.018694995685936144,0.01917509506918482,0.011579706324098072,0.01633891764931459,0.00659360719649763,0.00862281500655101,0.010950092672482648,0.023371600677467817,0.0243374716390247,0.007975385869044194,0.022162823954239,0.018447536190202306,0.01900884383088871,0.009786254114338689,0.010400728597449916,0.0124207889943438,0.019193549675646304
0.0002049180327868827,0.00030737704918032405,0.0012295081967213296,0.000819672131147553,0.0012295081967213183,0.0005122950819672067,0.0006147540983606481,0.0001950516089860299,0.0012295081967213072,0.001312234365513054,0.00010245901639344135,0.00010245901639344135,0.001127049180327866,0.0009221311475410054,0.0024590163934426813,0.0006048876745598064,0.0009221311475410054,0.0005122950819672178,0.0005122950819672067,0.0011270491803278882,0.0002049180327868827,0.0020491803278688938,0.0006147540983606481,0.0008196721311475419,0.0012295081967213406,0.000819672131147553,0.0005122950819672067,0.0012295081967213296,0.0008196721311475419,0.0006147540983606481,0.0017418032786885474,0.0007172131147541005,0.0017319368548876501,0.0007172131147540894,0.0002049180327868827,0.00010245901639344135,0.0004098360655737765,0.0025614754098360892,0.001946721311475419,0.0026639344262295193,0.0015368852459016424,0.0018442622950820109,0.0011270491803278548,0.0014344262295082344,0.0009221311475409832,0.0017220704310868529,0.002346690953248387,0.0010245901639344135,0.0012295081967213183,0.001209775349119624,0.0011999089253187489,0.00031676413255362636,0.0010245901639344356,0.0009221311475409721,0.0014344262295082233,0.002049180327868871,0.0008098057073466891,0.0010245901639344356,0.0003364969801553097,0.0015364059054740697,0.00276639344262295,0.002356557377049218,0.0020825743776563543,0.00194672131147543,0.0004098360655737765,0.002254098360655732,0.0011270491803278548,0.000809805707346678,0.0009221311475409721,0.001331967213114771,0.001127049180327877,0.0005122950819672067
0.00010245901639344135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752884031572814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008196721311475308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0004925622343655234,0.0,0.0,0.00018518518518519932,0.0012191624324928818,0.0,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0016388649218675,0.0,0.0,0.00018518518518519932,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0,0.0,0.0
0.01643913974371265,0.021072843766976646,0.014836425079091187,0.01737341418208549,0.014102674719585862,0.0157734157798869,0.013763221806793857,0.059818250087879096,0.012903724475122225,0.01513237784808107,0.022128431278560724,0.025130100981050108,0.03363839357044707,0.018806642060524747,0.01917369699293774,0.03215131978397726,0.012676357332310772,0.032987648994982924,0.030088837759243293,0.02598792062122519,0.024148411785383316,0.01897900488927241,0.015023847186271722,0.011626322180679405,0.009382090243824526,0.02388381586936379,0.01691935896206822,0.01239226823890328,0.017175526475569615,0.01680415747930848,0.040103257917106075,0.008773887131307345,0.06213957594350171,0.022629102355159303,0.023005504425909963,0.029259019589045487,0.02781832198894323,0.015260281852171442,0.025818114274757942,0.033095260920972744,0.021205980570734684,0.02255660211548909,0.03664725337935003,0.018383344517943344,0.017278664557568824,0.04059082702201773,0.047261448247211846,0.013979284504521794,0.031079634423033898,0.03156069248713772,0.05021526379701533,0.01298597130348641,0.01949006167513505,0.02585849870578084,0.020514571948998184,0.029068521714121397,0.03173948646662196,0.017177244112101763,0.028372319688109195,0.013864003131690783,0.018946649410411288,0.01984661106317709,0.035451259067523125,0.03659077109896782,0.014314143738216222,0.04209459783338128,0.031962219985300265,0.02741531652446233,0.02585849870578084,0.01688117150800501,0.02258012974147574,0.03974079666379064
0.00019505160898604102,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0,0.0,0.00066788099574987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007172131147540894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0004925622343655234,0.0,0.0,9.259259259259966e-05,0.0010339772473076936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016294778384942199,0.0,0.0,0.00018518518518519932,0.0,0.0,0.0,0.0,0.00010245901639344135,0.0,0.0,0.0,0.0
